station_code,station_name,matched_road,lat,lon
9281292011,(市)外环路广深高速新桥立交,外环路,22.736379220337216,113.84591188570887
9281192003,(市)新木路新围仔村路口,新木路,22.6674177472887,114.13210195018992
9281192020,(市)工业路壹成中心段,工业路,22.648754971805,114.02570221318598
9281192007,(市)沙西小学至南岭万家乐段,,,
9281292018,(市)根玉路东方大道交汇处,东方大道,22.763216165633853,113.85149341983029
9281192011,(市)松元头,,,
9281292021,(市)临海大道海关保税区,临海大道,22.53399911521491,113.88871009435005
9281292020,(市)马山头社区上石家路通兴路交汇处,通兴路,22.763999933333334,113.8915635138889
MS1104403100000032,(市)秀沙路比亚迪厂门前,秀沙路,22.767995359829058,114.39900074224022
MS110440309000007X,(市)银星科技园,,,
MS1104403040000600,(市)侨香路香安社区,侨香路,22.55158384619422,114.00624803762132
MS1104403070000323,(市)京南路,京南路,22.602818284523806,114.12130894517196
MS1104403110000616,(市)同观路与汇融路交叉口,同观路,22.734039598507852,113.91441943299901
MS110440311000064X,(市)光明区高级中学,,,
MS1104403030000323,(市)晒布路与东门中路交汇处,东门中路,22.551568716163253,114.1183832504732
MS1104403070000232,(市)园新路与乐园路交汇处,园新路,22.714932425,114.3001758
MS1104403110000620,(市)松白路松茂御城段,松白路,22.731110627923336,113.894856941127
MS1104403060000452,(市)宝源路固戍海滨公园,宝源路,22.58668431255461,113.84584894450396
MS1104403060000505,(市)海天路地下隧道,海天路,22.549962987088094,113.87889692546018
MS1104403040000558,(市)信托花园,,,
MS1104403100000047,(市)群代路金泰航科技,,,
MS1104403050000141,(市)南新路北头豪苑,南新路,22.535707366852186,113.92452459612443
MS1104403030000228,(市)红岗公园,,,
MS1104403070000194,(市)龙翔大道与龙城大道交汇处,龙翔大道,22.708452173199664,114.22855732448205
MS1104403090000137,(市)昌茂二路,,,
MS1104403060000342,(市)海乐41区,,,
MS110440306000029X,(市)辛养旧村辛居路,,,
