lat,lon,builtup_pct,n_px
22.4512,113.9558,0.0,2916
22.4512,113.9603,3.3,2916
22.4512,113.9648,12.0,2916
22.4512,113.9693,17.8,2916
22.4512,113.9738,9.3,2916
22.4512,113.9783,18.1,2916
22.4512,113.9828,80.2,2916
22.4512,113.9872,85.0,2862
22.4512,113.9917,79.6,2916
22.4512,113.9962,61.5,2916
22.4512,114.0007,65.2,2970
22.4512,114.0052,90.3,2916
22.4512,114.0097,67.4,2916
22.4512,114.0142,30.4,2916
22.4512,114.0187,22.8,2916
22.4512,114.0232,66.2,2916
22.4512,114.0277,76.1,2916
22.4512,114.0322,67.6,2862
22.4512,114.0367,24.4,2916
22.4512,114.0411,8.3,2916
22.4512,114.0456,5.4,2916
22.4512,114.0501,32.4,2916
22.4512,114.0546,63.7,2916
22.4512,114.0591,37.7,2916
22.4512,114.0636,19.9,2916
22.4512,114.0681,0.8,2916
22.4512,114.0726,13.5,2862
22.4512,114.0771,19.7,2916
22.4512,114.0816,6.9,2916
22.4512,114.0861,0.0,2916
22.4512,114.0906,14.2,2916
22.4512,114.095,57.8,2916
22.4512,114.0995,37.3,2916
22.4512,114.104,0.0,2916
22.4512,114.1085,0.0,2916
22.4512,114.113,0.0,2916
22.4512,114.1175,0.0,2862
22.4512,114.122,0.0,2916
22.4512,114.1265,0.0,2916
22.4512,114.131,3.2,2916
22.4512,114.1355,22.5,2916
22.4512,114.14,35.7,2916
22.4512,114.1445,14.0,2916
22.4512,114.1489,6.0,2916
22.4512,114.1534,30.5,2916
22.4512,114.1579,53.6,2916
22.4512,114.1624,75.5,2862
22.4512,114.1669,70.7,2916
22.4512,114.1714,63.5,2916
22.4512,114.1759,41.3,2916
22.4512,114.1804,21.6,2916
22.4512,114.1849,9.6,2916
22.4512,114.1894,24.4,2916
22.4512,114.1939,12.3,2916
22.4512,114.1984,0.0,2916
22.4512,114.2028,0.0,2916
22.4512,114.2073,0.0,2862
22.4512,114.2118,0.2,2916
22.4512,114.2163,7.8,2916
22.4512,114.2208,1.4,2916
22.4512,114.2253,0.0,2916
22.4512,114.2298,0.0,2916
22.4512,114.2343,0.0,2916
22.4512,114.2388,0.0,2916
22.4512,114.2433,0.0,2916
22.4512,114.2478,0.0,2916
22.4512,114.2522,0.0,2862
22.4512,114.2567,0.0,2916
22.4512,114.2612,0.0,2916
22.4512,114.2657,0.0,2916
22.4512,114.2702,0.0,2916
22.4512,114.2747,0.0,2916
22.4512,114.2792,0.0,2916
22.4512,114.2837,0.0,2916
22.4512,114.2882,0.0,2916
22.4512,114.2927,0.0,2916
22.4512,114.2972,0.0,2862
22.4512,114.3017,0.0,2916
22.4512,114.3061,0.0,2916
22.4512,114.3106,0.0,2916
22.4512,114.3151,0.0,2916
22.4512,114.3196,0.0,2916
22.4512,114.3241,0.0,2916
22.4512,114.3286,0.0,2916
22.4512,114.3331,0.0,2916
22.4512,114.3376,0.0,2916
22.4512,114.3421,0.0,2862
22.4512,114.3466,0.0,2916
22.4512,114.3511,0.0,2916
22.4512,114.3556,0.0,2916
22.4512,114.36,0.9,2916
22.4512,114.3645,0.0,2916
22.4512,114.369,0.0,2916
22.4512,114.3735,0.0,2916
22.4512,114.378,0.0,2916
22.4512,114.3825,0.0,2916
22.4512,114.387,0.0,2862
22.4512,114.3915,0.0,2916
22.4512,114.396,0.1,2916
22.4512,114.4005,0.0,2916
22.4512,114.405,0.0,2916
22.4512,114.4095,0.0,2916
22.4512,114.4139,0.0,2916
22.4512,114.4184,0.0,2916
